Index,PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Group,Passenger,FirstName,LastName,Deck,Number,Side,InGroup
5230,5581_01,Europa,TRUE,55 Cancri e,27,FALSE,0,0,0,0,,1,5581,1,Alpha,Frolestty,B,2,2,FALSE
5231,5582_01,Earth,FALSE,TRAPPIST-1e,35,,753,335,1,348,0,0,5582,1,Patoya,Hersons,G,8,3,FALSE
5232,5583_01,Europa,FALSE,TRAPPIST-1e,52,FALSE,5,3514,31,601,13,1,5583,1,Taura,Inghtal,D,1,0,FALSE
5233,5585_01,Earth,FALSE,PSO J318.5-22,22,FALSE,688,5,80,0,0,0,5585,1,Vanez,Popelazquez,G,8,4,TRUE
5234,5585_02,Earth,FALSE,TRAPPIST-1e,34,FALSE,245,0,542,0,19,1,5585,2,Velyne,Popelazquez,F,1,5,TRUE
5235,5586_01,Earth,FALSE,PSO J318.5-22,37,FALSE,0,0,6,746,1,0,5586,1,Elanda,Reyersendry,G,8,5,FALSE
5236,5587_01,Earth,FALSE,55 Cancri e,22,FALSE,654,2,83,0,0,0,5587,1,Dianie,Deckerson,F,1,5,FALSE
5237,5589_01,Earth,FALSE,TRAPPIST-1e,26,FALSE,0,786,0,11,83,1,5589,1,Fayen,Hermanapp,F,1,6,FALSE
5238,5591_01,Earth,FALSE,55 Cancri e,14,FALSE,590,9,0,0,192,0,5591,1,Elene,Ewiseston,E,3,3,FALSE
5239,5592_01,Mars,TRUE,55 Cancri e,53,FALSE,0,0,0,0,0,1,5592,1,Wheard,Quith,F,1,6,FALSE
5240,5594_01,Earth,FALSE,TRAPPIST-1e,17,FALSE,0,823,0,1168,14,0,5594,1,Verney,Lewinton,F,1,6,FALSE
5241,5595_01,Earth,FALSE,TRAPPIST-1e,30,FALSE,0,1,0,870,0,0,5595,1,Sonard,Craftstens,F,1,6,FALSE
5242,5596_01,Europa,FALSE,TRAPPIST-1e,65,FALSE,0,722,302,103,2659,0,5596,1,Mothab,Sorbitter,D,1,9,FALSE
5243,5598_01,Earth,FALSE,,19,FALSE,0,0,500,2,208,1,5598,1,Lulah,Thony,G,9,3,FALSE
5244,5599_01,Europa,FALSE,55 Cancri e,36,,380,686,0,295,1247,0,5599,1,Saxino,Caming,E,3,4,FALSE
5245,5601_01,Earth,TRUE,TRAPPIST-1e,3,FALSE,0,0,0,0,0,1,5601,1,Bertle,Vandan,G,9,4,TRUE
5246,5601_02,Earth,FALSE,TRAPPIST-1e,6,FALSE,0,0,0,0,0,1,5601,2,Fery,Vandan,G,9,4,TRUE
5247,5601_03,Earth,FALSE,55 Cancri e,4,FALSE,0,0,0,0,0,1,5601,3,Jacque,Vandan,,,,TRUE
5248,5601_04,Earth,FALSE,TRAPPIST-1e,21,FALSE,958,1668,82,0,78,1,5601,4,Vanney,Vandan,F,1,6,TRUE
5249,5601_05,Earth,TRUE,55 Cancri e,8,FALSE,0,0,0,0,0,1,5601,5,Maya,Vandan,G,9,4,TRUE
5250,5602_01,Europa,TRUE,TRAPPIST-1e,35,FALSE,0,0,0,0,0,1,5602,1,Castab,Sedece,B,1,0,TRUE
5251,5602_02,Europa,FALSE,55 Cancri e,18,FALSE,0,3268,0,436,342,1,5602,2,Hadirk,Sedece,B,1,0,TRUE
5252,5603_01,,FALSE,TRAPPIST-1e,34,FALSE,170,1256,0,3926,7121,0,5603,1,Kocha,Cluitty,E,3,5,FALSE
5253,5606_01,Europa,TRUE,55 Cancri e,45,FALSE,0,0,0,0,0,1,5606,1,Algor,Paterpad,B,2,3,TRUE
5254,5606_02,Europa,FALSE,TRAPPIST-1e,31,FALSE,0,1219,7,104,1082,1,5606,2,Brab,Dectory,B,2,3,TRUE
5255,5608_01,Earth,FALSE,TRAPPIST-1e,14,FALSE,30,757,115,0,0,1,5608,1,Son,Mclainez,F,1,6,FALSE
5256,5609_01,Earth,FALSE,TRAPPIST-1e,23,FALSE,765,5,0,0,0,0,5609,1,Breney,Russon,G,8,7,FALSE
5257,5610_01,Europa,TRUE,TRAPPIST-1e,61,FALSE,0,0,0,0,0,1,5610,1,Tach,Dicely,B,2,4,TRUE
5258,5610_02,Europa,FALSE,55 Cancri e,54,TRUE,0,7996,0,4549,10206,0,5610,2,Atinon,Dicely,B,2,4,TRUE
5259,5611_01,Europa,TRUE,TRAPPIST-1e,28,FALSE,0,0,0,0,0,1,5611,1,Medion,Clutchor,D,1,1,TRUE
5260,5611_02,Europa,FALSE,TRAPPIST-1e,46,FALSE,0,3477,0,1,5543,0,5611,2,Grum,Clutchor,D,1,1,TRUE
5261,5613_01,Earth,FALSE,TRAPPIST-1e,32,FALSE,125,874,0,180,1,1,5613,1,Leene,Hardonald,F,1,7,FALSE
5262,5614_01,Earth,TRUE,55 Cancri e,49,FALSE,0,0,0,0,0,1,5614,1,Tyrony,Coolerson,G,9,6,FALSE
5263,5615_01,Earth,TRUE,55 Cancri e,20,FALSE,0,0,0,0,0,1,5615,1,Tine,Wardendez,G,9,7,FALSE
5264,5616_01,Earth,FALSE,PSO J318.5-22,25,FALSE,458,240,0,239,0,1,5616,1,Yolace,Fryersonis,F,1,7,FALSE
5265,5618_01,Earth,FALSE,TRAPPIST-1e,19,FALSE,0,785,0,0,19,1,5618,1,Jenn,Lynnerett,F,1,7,FALSE
5266,5619_01,Earth,TRUE,55 Cancri e,28,FALSE,0,0,0,0,0,1,5619,1,Gordo,Freder,G,9,8,FALSE
5267,5622_01,Earth,FALSE,TRAPPIST-1e,68,FALSE,0,0,970,0,0,1,5622,1,Jenn,Nolds,F,1,7,FALSE
5268,5623_01,Earth,TRUE,TRAPPIST-1e,16,FALSE,0,0,0,0,0,1,5623,1,Helly,Gouldensen,G,8,8,FALSE
5269,5625_01,Mars,TRUE,TRAPPIST-1e,19,FALSE,0,0,0,0,0,0,5625,1,Trise,Cart,E,3,2,TRUE
5270,5625_02,Mars,,PSO J318.5-22,49,FALSE,0,0,0,0,0,0,5625,2,Cros,Nane,E,3,2,TRUE
5271,5625_03,Mars,FALSE,TRAPPIST-1e,15,FALSE,890,9,0,1250,57,0,5625,3,Ming,Cart,E,3,2,TRUE
5272,5625_04,Mars,TRUE,TRAPPIST-1e,26,FALSE,0,0,0,0,0,1,5625,4,Tops,Cart,E,3,2,TRUE
5273,5625_05,Mars,FALSE,TRAPPIST-1e,22,FALSE,804,0,378,0,0,0,5625,5,,,E,3,2,TRUE
5274,5626_01,Earth,TRUE,PSO J318.5-22,23,FALSE,0,0,0,0,0,1,5626,1,Fayen,Vinston,G,9,1,FALSE
5275,5627_01,Earth,FALSE,TRAPPIST-1e,31,FALSE,0,0,0,0,0,0,5627,1,Nelsie,Stanters,G,8,9,FALSE
5276,5628_01,Earth,TRUE,TRAPPIST-1e,27,FALSE,0,0,0,0,0,0,5628,1,Ebonya,Potthews,G,9,0,FALSE
5277,5629_01,Earth,TRUE,TRAPPIST-1e,28,FALSE,0,,0,0,0,1,5629,1,Jaye,Sterson,G,9,1,FALSE
5278,5631_01,Earth,FALSE,TRAPPIST-1e,20,FALSE,47,0,0,0,2711,0,5631,1,Bel,Boltond,F,1,6,FALSE
5279,5637_01,Earth,FALSE,TRAPPIST-1e,43,FALSE,1,8,0,0,715,0,5637,1,Sonard,Simson,F,1,6,FALSE
5280,5639_01,Earth,FALSE,TRAPPIST-1e,22,FALSE,19,9,0,0,594,1,5639,1,Bel,Ewins,G,9,3,FALSE
5281,5640_01,Europa,TRUE,TRAPPIST-1e,27,FALSE,0,0,0,0,0,1,5640,1,Kaffias,Rinicapead,E,3,8,FALSE
5282,5642_01,Europa,TRUE,,35,FALSE,0,0,0,0,0,1,5642,1,Geonkaa,Supred,B,2,6,TRUE
5283,5642_02,Europa,TRUE,55 Cancri e,37,FALSE,0,0,0,0,0,1,5642,2,Isoton,Supred,,,,TRUE
5284,5643_01,Mars,FALSE,TRAPPIST-1e,24,FALSE,158,0,1594,1,0,1,5643,1,Latsts,Karte,F,1,7,TRUE
5285,5643_02,Mars,FALSE,55 Cancri e,18,FALSE,2803,0,17,0,0,0,5643,2,,,F,1,7,TRUE
5286,5643_03,Mars,FALSE,TRAPPIST-1e,15,FALSE,643,0,45,0,10,0,5643,3,Eaturs,Karte,F,1,7,TRUE
5287,5644_01,Mars,FALSE,TRAPPIST-1e,28,FALSE,1909,0,0,0,6,0,5644,1,Gut,Hake,F,1,6,FALSE
5288,5645_01,Earth,FALSE,TRAPPIST-1e,24,FALSE,0,117,2134,0,0,1,5645,1,Olly,Wagnerray,F,1,7,FALSE
5289,5646_01,Mars,TRUE,55 Cancri e,39,FALSE,0,0,0,0,0,1,5646,1,,,F,1,7,FALSE
5290,5647_01,Europa,TRUE,TRAPPIST-1e,35,FALSE,0,,0,0,,1,5647,1,Dyonevi,Matoltuble,C,1,8,TRUE
5291,5647_02,Europa,FALSE,55 Cancri e,52,FALSE,0,1425,31,0,1320,1,5647,2,Chabih,Matoltuble,C,1,8,TRUE
5292,5647_03,Europa,FALSE,TRAPPIST-1e,48,FALSE,0,,0,2851,1478,0,5647,3,Majoram,Tachor,C,1,8,TRUE
5293,5648_01,Europa,FALSE,55 Cancri e,27,FALSE,332,918,0,5,4817,0,5648,1,Edaruma,Braned,C,1,9,TRUE
5294,5648_02,Europa,FALSE,55 Cancri e,50,FALSE,0,103,0,240,8221,0,5648,2,Unukath,Braned,C,1,9,TRUE
5295,5650_01,Earth,FALSE,TRAPPIST-1e,24,FALSE,56,22,285,1453,0,0,5650,1,Elsane,Coopezmaney,G,9,2,FALSE
5296,5651_01,Earth,FALSE,PSO J318.5-22,26,FALSE,807,0,0,0,40,1,5651,1,Kentha,Franton,G,9,5,FALSE
5297,5652_01,Earth,FALSE,TRAPPIST-1e,24,FALSE,215,0,0,0,350,0,5652,1,Erice,Franchaney,F,1,7,FALSE
5298,5653_01,Earth,TRUE,TRAPPIST-1e,15,FALSE,0,0,0,0,0,0,5653,1,Hanne,Wardendez,G,9,3,FALSE
5299,5655_01,Earth,FALSE,PSO J318.5-22,42,FALSE,1188,39,3,3,0,0,5655,1,Laude,Browlerson,F,1,7,FALSE
5300,5659_01,Earth,FALSE,TRAPPIST-1e,51,FALSE,0,0,0,0,880,0,5659,1,Letta,Alberts,F,1,7,FALSE
5301,5661_01,Earth,FALSE,PSO J318.5-22,43,FALSE,635,53,0,3,0,1,5661,1,Elany,Ellahan,E,3,5,TRUE
5302,5661_02,Earth,TRUE,55 Cancri e,31,FALSE,0,0,0,0,0,0,5661,2,Vane,Ellahan,G,9,5,TRUE
5303,5662_01,Earth,TRUE,TRAPPIST-1e,14,FALSE,0,0,0,0,0,1,5662,1,Alendy,Wolferguson,G,9,6,TRUE
5304,5662_02,Earth,FALSE,TRAPPIST-1e,31,FALSE,13,0,0,679,0,0,5662,2,Karia,Wolferguson,F,1,8,TRUE
5305,5663_01,Europa,FALSE,TRAPPIST-1e,33,FALSE,0,1513,5,63,144,1,5663,1,Alsuud,Ressing,A,7,/,FALSE
5306,5667_01,Earth,FALSE,55 Cancri e,21,FALSE,0,496,0,3867,30,0,5667,1,Moniey,Combson,G,9,6,FALSE
5307,5671_01,Earth,FALSE,TRAPPIST-1e,13,FALSE,56,1706,15,0,23,0,5671,1,Berly,Acobsond,G,9,7,FALSE
5308,5673_01,Earth,FALSE,TRAPPIST-1e,29,FALSE,286,545,,0,0,1,5673,1,Pattin,Bradlerson,F,1,8,FALSE
5309,5674_01,Europa,FALSE,TRAPPIST-1e,22,FALSE,0,11594,0,10247,1,0,5674,1,Alrain,Unsible,B,2,7,FALSE
5310,5677_01,Mars,FALSE,TRAPPIST-1e,22,FALSE,1035,0,264,0,0,0,5677,1,Hoces,Fisun,E,3,7,FALSE
5311,5679_01,Earth,TRUE,PSO J318.5-22,18,FALSE,0,0,0,0,0,1,5679,1,Loise,Casonston,G,9,0,TRUE
5312,5679_02,Earth,TRUE,55 Cancri e,35,FALSE,0,0,0,0,0,1,5679,2,Shelle,Casonston,G,9,0,TRUE
5313,5679_03,Earth,TRUE,TRAPPIST-1e,20,FALSE,0,0,0,0,0,1,5679,3,Jennya,Casonston,G,9,0,TRUE
5314,5680_01,Earth,FALSE,TRAPPIST-1e,18,FALSE,0,0,1609,0,0,1,5680,1,Ryanne,Blanglison,E,3,9,FALSE
5315,5681_01,Earth,TRUE,TRAPPIST-1e,66,FALSE,0,0,0,0,0,1,5681,1,Jodip,Ellson,G,9,1,FALSE
5316,5684_01,,TRUE,TRAPPIST-1e,33,FALSE,0,0,0,0,0,1,5684,1,Zaninon,Busive,B,2,8,TRUE
5317,5684_02,Europa,TRUE,55 Cancri e,48,FALSE,0,0,0,0,0,1,5684,2,Azhah,Busive,B,2,8,TRUE
5318,5684_03,Europa,FALSE,55 Cancri e,38,FALSE,0,1198,48,278,1244,0,5684,3,Genubik,Busive,B,2,8,TRUE
5319,5684_04,Europa,TRUE,TRAPPIST-1e,62,FALSE,0,0,0,0,0,1,5684,4,Okulus,Folhal,B,2,8,TRUE
5320,5685_01,Earth,TRUE,TRAPPIST-1e,19,FALSE,0,0,0,0,0,0,5685,1,Ianne,Bryants,G,9,0,FALSE
5321,5686_01,Mars,FALSE,55 Cancri e,44,FALSE,2267,0,107,0,0,0,5686,1,Lix,Cry,,,,TRUE
5322,5686_02,Mars,FALSE,55 Cancri e,25,FALSE,1410,123,26,9,812,0,5686,2,Pil,Cry,D,1,0,TRUE
5323,5687_01,Earth,FALSE,TRAPPIST-1e,15,FALSE,348,1627,0,0,0,0,5687,1,Erie,Mccarry,F,1,7,FALSE
5324,5688_01,Earth,FALSE,TRAPPIST-1e,20,FALSE,12,177,1110,0,0,1,5688,1,Isaacy,Newtontoss,F,1,8,FALSE
5325,5689_01,Earth,FALSE,TRAPPIST-1e,34,FALSE,233,0,0,1054,156,0,5689,1,Raceky,Scotterkins,F,1,8,FALSE
5326,5692_01,Mars,FALSE,TRAPPIST-1e,23,FALSE,821,0,863,664,0,0,5692,1,Mele,Madan,E,3,0,FALSE
5327,5693_01,Earth,FALSE,TRAPPIST-1e,45,FALSE,0,0,2332,84,0,1,5693,1,Hellia,Blacks,F,1,8,FALSE
5328,5695_01,Earth,TRUE,TRAPPIST-1e,39,FALSE,0,0,0,0,0,1,5695,1,Brene,Collinson,G,9,2,FALSE
5329,5696_01,Earth,TRUE,PSO J318.5-22,33,FALSE,0,0,0,0,0,1,5696,1,Janney,Mcgoway,G,9,1,FALSE
5330,5698_01,Earth,FALSE,TRAPPIST-1e,14,FALSE,0,0,325,247,305,0,5698,1,Natha,Mulley,F,1,8,TRUE
5331,5698_02,Earth,FALSE,TRAPPIST-1e,26,FALSE,178,0,3,0,704,1,5698,2,,,G,9,3,TRUE
5332,5700_01,Earth,TRUE,TRAPPIST-1e,47,FALSE,0,0,0,0,0,1,5700,1,Coreen,Ricks,G,9,4,FALSE
5333,5701_01,Mars,TRUE,TRAPPIST-1e,,FALSE,0,0,0,0,0,1,5701,1,Caper,Fincy,D,1,3,FALSE
5334,5702_01,Earth,TRUE,55 Cancri e,28,FALSE,0,0,0,0,0,1,5702,1,Katiey,Estron,G,9,2,FALSE
5335,5704_01,Earth,TRUE,TRAPPIST-1e,22,FALSE,0,0,,0,0,1,5704,1,Melara,Callowery,G,9,3,FALSE
5336,5705_01,Earth,TRUE,TRAPPIST-1e,17,FALSE,0,0,0,0,0,1,5705,1,Letty,Chanan,G,9,5,FALSE
5337,5706_01,Earth,FALSE,TRAPPIST-1e,16,FALSE,0,458,725,0,0,1,5706,1,Norahe,Kerrealds,F,1,9,TRUE
5338,5706_02,Earth,FALSE,TRAPPIST-1e,9,FALSE,0,0,0,0,,1,5706,2,Tricki,Marshopper,G,9,6,TRUE
5339,5707_01,Earth,FALSE,TRAPPIST-1e,15,FALSE,0,0,973,29,0,1,5707,1,Emmax,Alvasquez,F,1,9,FALSE
5340,5709_01,Europa,FALSE,TRAPPIST-1e,33,FALSE,0,4372,0,4103,0,1,5709,1,Asellum,Amblereld,C,2,5,FALSE
5341,5710_01,Earth,FALSE,TRAPPIST-1e,61,FALSE,0,166,1080,0,16,1,5710,1,Jeanie,Sterson,F,1,9,FALSE
5342,5711_01,Earth,FALSE,TRAPPIST-1e,19,FALSE,,0,0,692,164,0,5711,1,Daryla,Mullericer,F,1,8,FALSE
5343,5712_01,Europa,TRUE,TRAPPIST-1e,61,FALSE,0,0,0,0,0,1,5712,1,Dabik,Mostedry,E,3,1,FALSE
5344,5713_01,Earth,FALSE,TRAPPIST-1e,42,FALSE,0,29,317,434,45,1,5713,1,Lawren,Blangibson,G,9,5,FALSE
5345,5714_01,Earth,FALSE,TRAPPIST-1e,4,FALSE,0,0,0,0,0,0,5714,1,Katen,Farleyatton,G,9,6,TRUE
5346,5714_02,Earth,FALSE,TRAPPIST-1e,12,FALSE,0,0,0,0,0,1,5714,2,Rayle,Farleyatton,G,9,6,TRUE
5347,5714_03,Earth,FALSE,TRAPPIST-1e,0,,0,0,0,0,0,1,5714,3,Bobina,Hamcmahon,G,9,6,TRUE
5348,5714_04,Earth,TRUE,TRAPPIST-1e,19,FALSE,0,0,0,0,0,1,5714,4,Sanda,Hamcmahon,G,9,6,TRUE
5349,5714_05,Earth,TRUE,TRAPPIST-1e,,FALSE,0,0,0,0,0,1,5714,5,Robyna,Hamcmahon,G,9,6,TRUE
5350,5716_01,Earth,FALSE,PSO J318.5-22,29,FALSE,0,173,0,0,1155,1,5716,1,Gabrin,Jimes,F,1,9,FALSE
5351,5717_01,Earth,FALSE,TRAPPIST-1e,59,FALSE,0,664,0,144,141,1,5717,1,Wardan,Fowles,G,9,7,FALSE
5352,5718_01,Earth,TRUE,TRAPPIST-1e,20,FALSE,0,0,0,0,0,1,5718,1,Racyle,Kaney,G,9,7,FALSE
5353,5719_01,Earth,FALSE,TRAPPIST-1e,70,FALSE,390,0,0,0,518,1,5719,1,Ireen,Tranciams,G,9,8,TRUE
5354,5719_02,Earth,TRUE,TRAPPIST-1e,3,FALSE,0,0,0,0,0,0,5719,2,Min,Tranciams,G,9,8,TRUE
5355,5721_01,Europa,TRUE,TRAPPIST-1e,37,FALSE,0,0,0,0,0,1,5721,1,Giedia,Mostedry,B,2,9,TRUE
5356,5721_02,Europa,FALSE,TRAPPIST-1e,58,FALSE,0,1975,598,7,3726,0,5721,2,Scellus,Mostedry,B,2,9,TRUE
5357,5722_01,Earth,FALSE,TRAPPIST-1e,44,FALSE,69,0,17,176,2105,0,5722,1,Joyces,Ington,G,9,8,FALSE
5358,5723_01,Mars,TRUE,TRAPPIST-1e,24,FALSE,0,0,0,0,0,0,5723,1,Quakes,Puff,E,3,2,FALSE
5359,5724_01,Earth,TRUE,PSO J318.5-22,20,FALSE,0,0,0,0,0,1,5724,1,Eduard,Sweenez,G,9,9,FALSE
5360,5725_01,Earth,FALSE,TRAPPIST-1e,24,FALSE,156,0,364,489,383,1,5725,1,Clindy,Joycerton,F,1,9,FALSE
5361,5726_01,Europa,TRUE,55 Cancri e,27,FALSE,0,0,,0,0,1,5726,1,Bottom,Dindeng,B,1,2,FALSE
5362,5727_01,Earth,FALSE,55 Cancri e,28,FALSE,0,0,0,711,0,0,5727,1,Kenny,Santin,G,9,0,FALSE
5363,5728_01,Earth,FALSE,TRAPPIST-1e,24,FALSE,0,217,0,77,510,0,5728,1,Jodia,Wolferguson,F,1,8,FALSE
5364,5729_01,Mars,TRUE,TRAPPIST-1e,29,FALSE,0,0,0,0,0,1,5729,1,Honjay,Merie,F,1,8,FALSE
5365,5730_01,Earth,FALSE,TRAPPIST-1e,25,FALSE,2029,1,0,0,121,0,5730,1,Karlen,Moodman,F,1,8,FALSE
5366,5732_01,Earth,FALSE,TRAPPIST-1e,20,FALSE,0,0,53,2,754,0,5732,1,Brancy,Ocherman,G,9,1,FALSE
5367,5733_01,Earth,FALSE,55 Cancri e,34,FALSE,0,1745,6,5,37,1,5733,1,Billia,Kerrealds,G,9,2,TRUE
5368,5733_02,Earth,FALSE,,28,FALSE,0,0,0,1191,109,0,5733,2,Tricky,Buckeelez,F,1,8,TRUE
5369,5735_01,Earth,TRUE,TRAPPIST-1e,,FALSE,0,0,0,0,0,1,5735,1,Myrace,Peterstarks,E,3,2,FALSE
5370,5736_01,Earth,,TRAPPIST-1e,23,FALSE,1,,1,0,618,0,5736,1,Ton,Maynardner,F,1,8,FALSE
5371,5737_01,Europa,FALSE,TRAPPIST-1e,39,FALSE,0,11856,13,39,3,1,5737,1,Mintard,Inicont,C,2,6,TRUE
5372,5737_02,Europa,FALSE,TRAPPIST-1e,35,FALSE,0,7636,0,353,705,1,5737,2,Lesaton,Inicont,C,2,6,TRUE
5373,5738_01,Earth,TRUE,TRAPPIST-1e,18,FALSE,0,0,0,0,0,1,5738,1,Ritany,Morelly,G,9,9,FALSE
5374,5739_01,Earth,TRUE,TRAPPIST-1e,20,FALSE,0,0,0,0,0,1,5739,1,Courta,Cleminglas,G,9,0,FALSE
5375,5740_01,Europa,FALSE,TRAPPIST-1e,42,FALSE,0,16,0,144,7492,0,5740,1,Minopus,Cattle,A,5,/,TRUE
5376,5740_02,Europa,FALSE,55 Cancri e,32,FALSE,70,764,724,547,1297,0,5740,2,Unukath,Alaxed,A,5,/,TRUE
5377,5742_01,Earth,FALSE,55 Cancri e,50,FALSE,57,29,0,0,643,0,5742,1,Ger,Rigginsen,F,1,9,FALSE
5378,5744_01,Earth,FALSE,TRAPPIST-1e,23,FALSE,0,37,859,9,1,1,5744,1,Felice,Hinglendez,G,9,1,FALSE
5379,5746_01,Earth,FALSE,TRAPPIST-1e,19,FALSE,0,,0,5381,139,0,5746,1,Rica,Vandan,G,9,2,FALSE
5380,5747_01,Earth,FALSE,TRAPPIST-1e,29,FALSE,715,47,0,0,0,0,5747,1,Troya,Hallahaney,F,1,9,FALSE
5381,5748_01,Europa,FALSE,TRAPPIST-1e,35,TRUE,247,436,459,1,1984,0,5748,1,Sterfik,Gealloyalt,A,5,/,FALSE
5382,5750_01,Earth,FALSE,TRAPPIST-1e,18,FALSE,0,625,0,0,356,0,5750,1,Herina,Parklaney,E,3,3,FALSE
5383,5751_01,Earth,FALSE,PSO J318.5-22,24,FALSE,160,20,39,552,1,0,5751,1,,,G,9,4,FALSE
5384,5755_01,Earth,FALSE,TRAPPIST-1e,23,FALSE,88,0,586,0,0,1,5755,1,Loreen,Cardner,G,9,3,FALSE
5385,5756_01,Earth,FALSE,TRAPPIST-1e,51,FALSE,542,0,360,0,0,0,5756,1,Card,Dicksons,F,1,9,TRUE
5386,5756_02,Earth,FALSE,TRAPPIST-1e,42,FALSE,439,0,0,0,254,0,5756,2,Billia,Briggston,F,1,9,TRUE
5387,5756_03,Earth,FALSE,PSO J318.5-22,19,FALSE,5,0,0,716,0,0,5756,3,Inerry,Briggston,F,1,9,TRUE
5388,5756_04,Earth,,TRAPPIST-1e,23,FALSE,0,0,0,0,0,0,5756,4,,,F,1,9,TRUE
5389,5756_05,Earth,TRUE,TRAPPIST-1e,19,FALSE,0,0,0,,0,1,5756,5,Fery,Briggston,F,1,9,TRUE
5390,5756_06,Earth,FALSE,PSO J318.5-22,22,FALSE,158,0,476,0,26,0,5756,6,Karena,Briggston,F,1,9,TRUE
5391,5756_07,Earth,FALSE,TRAPPIST-1e,25,FALSE,12,6,2817,342,0,0,5756,7,Shanie,Garden,,,,TRUE
5392,5756_08,Earth,FALSE,PSO J318.5-22,31,FALSE,11,0,0,1912,1120,0,5756,8,Wenise,Briggston,F,1,9,TRUE
5393,5757_01,Earth,FALSE,TRAPPIST-1e,23,FALSE,0,0,0,558,1,0,5757,1,Dianya,Salin,F,1,9,FALSE
5394,5758_01,Earth,TRUE,TRAPPIST-1e,22,FALSE,0,0,0,0,0,1,5758,1,Heidie,Mcguirez,G,9,4,FALSE
5395,5761_01,Europa,TRUE,TRAPPIST-1e,55,FALSE,0,0,0,0,0,1,5761,1,Weino,Icablebat,B,2,0,FALSE
5396,5763_01,Earth,FALSE,TRAPPIST-1e,40,FALSE,0,0,56,1,642,0,5763,1,Andan,Alentonway,F,1,9,TRUE
5397,5763_02,Earth,FALSE,TRAPPIST-1e,24,FALSE,,0,0,838,193,0,5763,2,Erick,Alentonway,F,1,9,TRUE
5398,5764_01,Earth,FALSE,TRAPPIST-1e,25,FALSE,0,0,1037,8,1,1,5764,1,Shery,Nolds,F,1,0,FALSE
5399,5765_01,Europa,FALSE,TRAPPIST-1e,42,FALSE,0,1871,0,570,199,0,5765,1,Altairk,Heermy,C,1,1,FALSE
5400,5767_01,Earth,TRUE,PSO J318.5-22,33,FALSE,0,0,0,0,0,1,5767,1,Jonaye,Josesh,G,9,6,FALSE
5401,5768_01,Europa,TRUE,TRAPPIST-1e,54,FALSE,0,0,0,0,0,1,5768,1,Gatrino,Cattle,B,1,3,TRUE
5402,5768_02,Europa,TRUE,55 Cancri e,22,FALSE,0,0,0,0,0,1,5768,2,Izarfik,Cattle,B,1,3,TRUE
5403,5769_01,Europa,TRUE,TRAPPIST-1e,22,FALSE,0,0,0,0,0,1,5769,1,Menkard,Oppont,B,1,4,TRUE
5404,5769_02,Europa,TRUE,55 Cancri e,19,FALSE,0,0,0,0,0,1,5769,2,Muonon,Oppont,B,1,4,TRUE
5405,5771_01,Earth,FALSE,TRAPPIST-1e,47,FALSE,0,868,0,4,,1,5771,1,Sanda,Fielson,G,9,7,FALSE
5406,5772_01,Mars,FALSE,55 Cancri e,23,FALSE,610,858,75,1358,0,0,5772,1,Vuls,Sidne,F,1,9,FALSE
5407,5773_01,Europa,TRUE,55 Cancri e,61,FALSE,0,0,0,0,0,1,5773,1,Bosonan,Sciatberit,C,2,7,FALSE
5408,5776_01,Earth,FALSE,TRAPPIST-1e,21,FALSE,0,128,209,4,383,0,5776,1,Luise,Saundez,F,1,0,FALSE
5409,5777_01,Earth,,PSO J318.5-22,46,,559,25,,22,765,0,5777,1,Katen,River,F,1,9,FALSE
5410,5778_01,Earth,FALSE,TRAPPIST-1e,36,FALSE,0,0,0,0,907,0,5778,1,Verney,Pernard,G,9,6,FALSE
5411,5779_01,Earth,FALSE,TRAPPIST-1e,15,FALSE,0,706,0,,0,1,5779,1,Glene,Simsey,G,9,8,FALSE
5412,5780_01,Europa,FALSE,TRAPPIST-1e,33,FALSE,2233,6408,,23,273,1,5780,1,Genif,Ousious,B,1,5,TRUE
5413,5780_02,Europa,TRUE,TRAPPIST-1e,35,FALSE,0,0,0,0,0,1,5780,2,Hallux,Ousious,B,1,5,TRUE
5414,5780_03,Europa,TRUE,55 Cancri e,21,FALSE,0,0,0,0,0,1,5780,3,Betenar,Ousious,B,1,5,TRUE
5415,5781_01,Earth,FALSE,55 Cancri e,21,FALSE,0,0,0,1,594,0,5781,1,Nichad,Harley,F,1,0,FALSE
5416,5783_01,Earth,FALSE,55 Cancri e,43,FALSE,0,1197,0,223,1,1,5783,1,Alendy,Scottuez,F,1,0,FALSE
5417,5785_01,Earth,FALSE,PSO J318.5-22,34,FALSE,571,0,0,0,0,0,5785,1,Dwin,Mcgoway,F,1,0,FALSE
5418,5786_01,Earth,FALSE,PSO J318.5-22,47,FALSE,14,3,0,1720,0,0,5786,1,Alfrey,Sarios,G,9,8,FALSE
5419,5788_01,Mars,FALSE,TRAPPIST-1e,27,FALSE,850,0,681,1,0,1,5788,1,Ves,Birte,F,1,0,FALSE
5420,5790_01,Europa,FALSE,TRAPPIST-1e,46,FALSE,0,1068,945,2587,811,0,5790,1,Markard,Distured,C,2,8,FALSE
5421,5791_01,Earth,FALSE,,46,FALSE,183,7,637,182,5,1,5791,1,Earlie,Sancasey,G,9,1,FALSE
